"Date","rsp","rvix"
1992-01-03,0.497248570542119,-1.06102192175559
1992-01-06,-0.329632406466818,1.1137695887248
1992-01-07,-0.134073380021427,1.41400873760635
1992-01-08,0.167567292350856,-2.68791014892606
1992-01-09,-0.117270527130664,1.27390141131971
1992-01-10,-0.602847792677608,-2.72670366247203
1992-01-13,-0.183258586636903,-2.41372397204
1992-01-14,1.46149037755814,-5.71257520293194
1992-01-15,0.0784552300375552,2.20938733593323
1992-01-16,-0.61026615760813,1.42737227095853
1992-01-17,0.155302196609508,-7.77776854572831
1992-01-20,-0.59864647723904,0.610877835552692
1992-01-21,-0.8974658066494,8.74173031146808
1992-01-22,1.32168231613612,-6.75191537399948
1992-01-23,-0.7610291117083,-1.74651189152275
1992-01-24,0.125239527576948,-1.34558187848777
1992-01-27,-0.118010489520604,2.61333809907729
1992-01-28,-0.00722903805634445,5.82575892973098
1992-01-29,-1.11960342380959,-0.283362267792198
1992-01-30,0.311450641898325,-0.740539230099202
1992-01-31,-0.692347066206267,-0.51590914987365
1992-02-03,0.183304667474005,4.49514514595881
1992-02-04,1.04934463182369,-1.32746241918826
1992-02-05,-0.00241873164377182,1.43728423122313
1992-02-06,-0.00483024428321599,3.08050084262477
1992-02-07,-0.661895468601781,-1.50137233764651
1992-02-10,0.649807768101685,0.269755979089803
1992-02-11,-0.00241180380529116,-4.74440162843841
1992-02-12,0.81118162924172,-1.88200539053831
1992-02-13,-0.828102868986669,0.459506358919137
1992-02-14,-0.292916045248948,-2.43631570101126
1992-02-18,-1.24413236047056,6.75433187700079
1992-02-19,0.21578275356724,-5.99387686427821
1992-02-20,1.37201336670785,-2.59755189299451
1992-02-21,-0.598550546894838,0.893137996179494
1992-02-24,0.203956928456872,1.52943169488426
1992-02-25,-0.442429931469857,-4.6603342714397
1992-02-26,1.18674044537403,1.75814781495554
1992-02-27,-0.359383586543682,-0.78431268714203
1992-02-28,-0.280675078609161,1.0244143652745
1992-03-02,-0.0605950433877567,1.19190238890439
1992-03-03,0.0969329752696702,2.22622595761135
1992-03-04,-0.856270169185791,3.5850164442476
1992-03-05,-0.691309090798775,3.19058934299044
1992-03-06,-0.510515288160462,6.70057344938604
1992-03-09,0.190203010667567,-0.355058397099084
1992-03-10,0.413748426066096,-5.21494579801542
1992-03-11,-0.705378486479624,5.77233567066129
1992-03-12,-0.0346529852160771,-0.354349191796777
1992-03-13,0.481638433383225,-7.20037189756049
1992-03-16,0.135434144685842,0.597658402819246
1992-03-17,0.781888610332526,-9.48226533532499
1992-03-18,-0.105038962729154,-0.59737564546829
1992-03-19,0.158738396974556,-1.02379734914178
1992-03-20,0.365363954015141,1.79968401764943
1992-03-23,-0.338521314105567,-0.536514861114679
1992-03-24,-0.251590598929408,-2.48121569623527
